,tweet_id,p1,p1_conf,p1_dog,retweet_count,fav_count,text,rating_numerator,rating_denominator,name,dog_stage
383,6.79149E+17,Italian_greyhound,0.302685,TRUE,1125,2949,I know everyone's excited for Christmas but that doesn't mean you can send in reindeer. We only rate dogs... 8/10 https://t.co/eWjWgbOCYL,8,10,NA,NA
384,6.79158E+17,pug,0.272205,TRUE,8877,22915,This is Rubio. He has too much skin. 11/10 https://t.co/NLOHmlENag,11,10,Rubio,NA
385,6.79463E+17,toy_poodle,0.62178,TRUE,20628,33895,Meet Hurley. He's the curly one. He hugs every other dog he sees during his walk. 11/10 for spreading the love https://t.co/M6vqkt2GKV,11,10,Hurley,NA
386,6.79476E+17,Maltese_dog,0.145742,TRUE,702,2240,This is Evy. She doesn't want to be a Koala. 9/10 https://t.co/VITeF0Kl9L,9,10,Evy,NA
387,6.79511E+17,Chihuahua,0.761972,TRUE,1404,3599,Say hello to William. He makes fun of others because he's terrified of his own deep-seated insecurities. 7/10 https://t.co/bwuV6FlRxr,7,10,William,NA
388,6.7953E+17,dalmatian,0.750256,TRUE,2271,5071,Guys this really needs to stop. We've been over this way too many times. This is a giraffe. We only rate dogs.. 7/10 https://t.co/yavgkHYPOC,7,10,NA,NA
389,6.79722E+17,boxer,0.459604,TRUE,517,1764,This is Mike. He is a Jordanian Frito Pilates. Frowning because he can't see directly in front of him. 8/10 https://t.co/NL5QJwdEpF,8,10,Mike,NA
390,6.79736E+17,French_bulldog,0.319139,TRUE,876,2232,This pup's name is Sabertooth (parents must be cool). Ears for days. Jumps unannounced. 9/10 would pet diligently https://t.co/iazoiNUviP,9,10,NA,NA
391,6.79778E+17,bloodhound,0.528819,TRUE,1223,3289,This is Rinna. She's melting. 10/10 get inside pupper https://t.co/PA0czwucsb,10,10,Rinna,pupper
392,6.79828E+17,Chihuahua,0.346545,TRUE,15340,38671,Everybody look at this beautiful pupper 13/10 https://t.co/hyAC5Hq9GC,13,10,NA,pupper
393,6.79844E+17,Airedale,0.903832,TRUE,854,2530,This is Willie. He's floating away and needs your assistance. Please someone help Willie. 10/10 https://t.co/MJqygWqt8X,10,10,Willie,NA
394,6.79862E+17,EntleBucher,0.523206,TRUE,683,2627,"""Dammit hooman I'm jus trynna lik the fler"" 11/10 https://t.co/eRZRI8OTj7",11,10,NA,NA
395,6.80055E+17,Samoyed,0.995466,TRUE,7799,17814,"Meet Sammy. At first I was like ""that's a snowflake. we only rate dogs,"" but he would've melted by now, so 10/10 https://t.co/MQfPK4zwuh",10,10,Sammy,NA
396,6.80101E+17,golden_retriever,0.698961,TRUE,1497,3805,This pupper is not coming inside until she catches a snowflake on her tongue. 11/10 the determination is palpable https://t.co/lvMYbmKq8H,11,10,NA,pupper
397,6.80116E+17,pug,0.999365,TRUE,998,2891,This is Ozzy. He woke up 2 minutes before he had to be ready for the Christmas party. 9/10 classic Ozzy https://t.co/Kt9vmw0Fap,9,10,Ozzy,NA
398,6.80131E+17,Maltese_dog,0.199121,TRUE,1040,2450,This is Reggie. His Santa hat is a little big. 10/10 he's still having fun https://t.co/w0dcGXq7qK,10,10,Reggie,NA
399,6.80146E+17,miniature_poodle,0.457117,TRUE,1905,3857,Say hello to Kawhi. He was doing fine until his hat fell off. He got it back though. 10/10 deep breaths pupper https://t.co/N5pM6WBx7e,10,10,Kawhi,pupper
400,6.80161E+17,bluetick,0.268681,TRUE,801,2466,Meet Goliath. He's an example of irony. Head is phenomenally round. Wants to be an ornament. 12/10 would hug gently https://t.co/72Dil0Aktw,12,10,Goliath,NA
401,6.80191E+17,Brittany_spaniel,0.733253,TRUE,558,2291,Here's a sleepy Christmas pupper 11/10 https://t.co/KXg0f8GNQ9,11,10,NA,pupper
402,6.80473E+17,Lakeland_terrier,0.796694,TRUE,817,2702,"This is Hector. He thinks he's a hammer. Silly Hector. You're a pupper, not a hammer. 10/10 https://t.co/OdUFuZIXiI",10,10,Hector,pupper
403,6.80495E+17,kuvasz,0.438627,TRUE,528,1828,Here we have uncovered an entire battalion of holiday puppers. Average of 11.26/10 https://t.co/eNm2S6p9BD,11,10,NA,NA
404,6.80498E+17,Chihuahua,0.538354,TRUE,2094,4515,Meet Percy. He's a Latvian Yuletide Heineken. Refuses to take off sweater. Kinda feisty. 12/10 would keep in pocket https://t.co/QGM5Fcuv7s,12,10,Percy,NA
405,6.80609E+17,French_bulldog,0.700764,TRUE,783,2810,This is Brody. That is his chair. He loves his chair. Never leaves it. 9/10 might be stuck actually https://t.co/WvJRg0XJit,9,10,Brody,NA
406,6.80802E+17,pug,0.99672,TRUE,904,2523,Great picture here. Dog on the right panicked &amp; forgot about his tongue. Middle green dog must've fainted. All 10/10 https://t.co/31npKUAox0,10,10,NA,NA
407,6.80836E+17,Pembroke,0.427781,TRUE,1461,3680,This is Ellie. She's secretly ferocious. 12/10 very deadly pupper https://t.co/BF4BW8LUgb,12,10,Ellie,pupper
408,6.8089E+17,Shetland_sheepdog,0.876337,TRUE,401,1883,This is Cheesy. It's her birthday. She's patiently waiting to eat her party muffin. 9/10 happy birthday pup https://t.co/cH2H7mch2H,9,10,Cheesy,NA
409,6.80913E+17,Pomeranian,0.615678,TRUE,677,2553,Meet Griswold. He's dapper as hell. Already pumped for next Christmas. 11/10 https://t.co/5NrpNDyFzN,11,10,Griswold,NA
410,6.80935E+17,Labrador_retriever,0.784398,TRUE,483,2215,Say hello to Sadie. She's a Tortellini Sidewinder. Very jubilant pup. Seems loyal. Leaves on point. 10/10 petable af https://t.co/g2bTu4ayPl,10,10,Sadie,NA
411,6.8094E+17,soft-coated_wheaten_terrier,0.289598,TRUE,1161,3443,This is Alice. She's an idiot. 4/10 https://t.co/VQXdwJfkyS,4,10,Alice,NA
412,6.80971E+17,pug,0.713102,TRUE,725,2587,I thought I made this very clear. We only rate dogs. Stop sending other things like this shark. Thank you... 9/10 https://t.co/CXSJZ4Stk3,9,10,NA,NA
413,6.81193E+17,Pomeranian,0.992619,TRUE,1633,3958,This is Aspen. He's astronomically fluffy. I wouldn't stop petting this dog if the world was ending around me 11/10 https://t.co/oBlgL9nxpx,11,10,Aspen,NA
414,6.81231E+17,Irish_setter,0.406047,TRUE,528,2552,I just love this pic. 11/10 this pupper is going places https://t.co/P16uhh1PbI,11,10,NA,pupper
415,6.81262E+17,Tibetan_terrier,0.382101,TRUE,300,1556,Say hello to Panda. He's a Quackadilly Shooster. Not amused by your fake ball throwing motion. 9/10 would hug lots https://t.co/wL1iDvbcVk,9,10,Panda,NA
416,6.81282E+17,Saint_Bernard,0.99883,TRUE,1208,3430,Meet Sarge. His parents signed him up for dancing lessons but his true passion is roller coasters 11/10 very petable https://t.co/KvVoBIgkje,11,10,Sarge,NA
417,6.81297E+17,Lhasa,0.482401,TRUE,1049,3400,"This is actually a lion. We only rate dogs. For the last time please only send dogs. Thank u.
12/10 would still pet https://t.co/Pp26dMQxap",12,10,actually,NA
418,6.8132E+17,Samoyed,0.362596,TRUE,837,2837,This is Glacier. He's a very happy pup. Loves to sing in the sunlight. 11/10 https://t.co/jTBPqKgkz7,11,10,Glacier,NA
419,6.81523E+17,Norfolk_terrier,0.205067,TRUE,6394,15313,This is Carly. She's actually 2 dogs fused together. Very innovative. Probably has superpowers. 12/10 for double dog https://t.co/GQn2IopLud,12,10,Carly,NA
420,6.8158E+17,Rottweiler,0.760671,TRUE,1438,3790,This is Apollo. He thought you weren't coming back so he had a mental breakdown. 8/10 we've all been there https://t.co/ojUBrDCHLT,8,10,Apollo,NA
421,6.81611E+17,toy_poodle,0.821704,TRUE,518,2040,*collapses* 12/10 https://t.co/C7M8mnzHIK,12,10,NA,NA
422,6.81654E+17,Pomeranian,0.800538,TRUE,1018,2823,This is Toffee. He's a happy pupper. Appears dangerously fluffy. Extraordinarily spherical. 12/10 would pet firmly https://t.co/oEXEKt3MHu,12,10,Toffee,pupper
423,6.81694E+17,toy_poodle,0.920992,TRUE,4433,13652,This is Bo. He's a Benedoop Cumbersnatch. Seems frustrated with own feet. Portable as hell. 11/10 very solid pupper https://t.co/TONMhRoQh7,11,10,Bo,pupper
424,6.81891E+17,Chihuahua,0.20357,TRUE,912,2635,Say hello to Charlie. He's scholarly af. Quite intimidating with all his pupper knowledge 10/10 even built that fire https://t.co/9KThv6z8u5,10,10,Charlie,pupper
425,6.81981E+17,Labrador_retriever,0.452577,TRUE,1130,2958,This is Jimothy. He's a Trinidad Poliwhirl. Father was a velociraptor. Exceptionally unamused. 12/10 would adopt https://t.co/VwdIk0OwVx,12,10,Jimothy,NA
426,6.82032E+17,schipperke,0.997953,TRUE,2211,7033,This is Ulysses. He likes holding hands and his eyes are magic. 11/10 https://t.co/gPmJHmtgak,11,10,Ulysses,NA
427,6.8226E+17,Siberian_husky,0.43967,TRUE,1340,4456,Meet Jax. He's an Iglesias Hufflepoof. Quite the jokester. Takes it too far sometimes. Can be very hurtful. 9/10 https://t.co/i5TeG0KYcW,9,10,Jax,NA
428,6.82389E+17,curly-coated_retriever,0.482288,TRUE,511,1784,"Meet Brody. He's a Downton Abbey Falsetto. Addicted to grating cheese. He says he can stop but we know he can't
9/10 https://t.co/vBeiQq6SaZ",9,10,Brody,NA
429,6.82394E+17,vizsla,0.657275,TRUE,748,2384,This is Kreg. He's riding an invisible jet ski. 11/10 that's downright legendary https://t.co/BA5AV5dx6Y,11,10,Kreg,NA
430,6.82429E+17,whippet,0.594701,TRUE,1272,3659,"I know we joke around on here, but this is getting really frustrating. We rate dogs. Not T-Rex. Thank you... 8/10 https://t.co/5aFw7SWyxU",8,10,NA,NA
431,6.82639E+17,English_springer,0.440781,TRUE,658,2200,I have no words. Just a magnificent pup. 12/10 https://t.co/viwWHZgX8j,12,10,NA,NA
432,6.82662E+17,beagle,0.413824,TRUE,1173,3260,Meet Joey and Izzy. Joey only has one ear that works and Izzy wants 2015 to be over already. Both great pups. 11/10s https://t.co/WgQTIQ93BB,11,10,Joey,NA
433,6.82751E+17,English_setter,0.947198,TRUE,479,1627,Meet Taco. He's a speckled Garnier Fructis. Loves to shadow box. Ears out of control. Friend clearly impressed 9/10 https://t.co/85X1GHohFr,9,10,Taco,NA
434,6.8303E+17,boxer,0.722218,TRUE,803,2304,This is Lulu. She's contemplating all her unreached 2015 goals and daydreaming of a more efficient tomorrow. 10/10 https://t.co/h3ScYuz77J,10,10,Lulu,NA
435,6.83099E+17,golden_retriever,0.889848,TRUE,717,2315,aahhhhkslaldhwnxmzbbs 12/10 for being da smooshiest https://t.co/UOPdXmUz4H,12,10,NA,NA
436,6.83111E+17,cocker_spaniel,0.901392,TRUE,1000,3634,This is Larry. He thought the New Year's parties were tonight. 10/10 poor pupper. Maybe next year https://t.co/h3X0jK8MVM,10,10,Larry,pupper
437,6.83143E+17,Leonberg,0.605851,TRUE,1143,3081,Meet Brandy. She's a member of the Bloods. Menacing criminal pupper. Soft spot for flowers tho. 9/10 pet w caution https://t.co/hhIA3coiAJ,9,10,Brandy,pupper
438,6.83358E+17,Pembroke,0.406509,TRUE,1033,3149,"""Have a seat, son. There are some things we need to discuss"" 10/10 https://t.co/g4G5tvfTVd",10,10,NA,NA
439,6.83392E+17,French_bulldog,0.992833,TRUE,2616,8126,"Say hello to Jack (pronounced ""Kevin""). He's a Virgo Episcopalian. Can summon rainbows. 11/10 magical as hell https://t.co/YHXrdUTHd6",11,10,Jack,NA
440,6.8345E+17,Lakeland_terrier,0.303512,TRUE,1762,4163,I just want to be friends with this dog. Appears to be into the sports. A true brobean. 10/10 would introduce to mom https://t.co/1Z7Q6svWpe,10,10,NA,NA
441,6.83463E+17,Italian_greyhound,0.39956,TRUE,735,2608,"""Hello forest pupper I am house pupper welcome to my abode"" (8/10 for both) https://t.co/qFD8217fUT",8,10,NA,pupper
442,6.83481E+17,keeshond,0.508951,TRUE,1088,2814,Meet Banjo. He's a Peppercorn Shoop Da Whoop. Nails look lethal. Skeptical of luminescent orb 11/10 stay woke pupper https://t.co/H7NZFumpKq,11,10,Banjo,pupper
443,6.83498E+17,Airedale,0.945362,TRUE,1052,3382,This is Griffin. He's desperate for both a physical and emotion connection. 11/10 I'd hug the hell out of Griffin https://t.co/ObWcOEekt0,11,10,Griffin,NA
444,6.83743E+17,Pembroke,0.895279,TRUE,3657,6972,Meet Sebastian. He's a womanizer. Romantic af. Always covered in flower petals. Also a poet. 11/10 dreamy as hell https://t.co/eoL1bCpWCg,11,10,Sebastian,NA
445,6.83773E+17,miniature_pinscher,0.0728852,TRUE,1486,3582,This is Buddy. He's gaining strength. Currently an F4 tornado with wind speeds up to 260mph. Very devastating. 9/10 https://t.co/qipZbshNsR,9,10,Buddy,NA
446,6.83829E+17,malamute,0.577376,TRUE,1159,2981,Breathtaking pupper here. Should be on the cover of Dogue. Top-notch tongue. Appears considerably fluffy. 12/10 https://t.co/Eeh3yfdglS,12,10,NA,pupper
447,6.83835E+17,Maltese_dog,0.738449,TRUE,1212,2801,Here we see a faulty pupper. Might need to replace batteries. Try turning off &amp; back on again. 9/10 would still pet https://t.co/O1E4AtHVxO,9,10,NA,pupper
448,6.83853E+17,toy_poodle,0.551352,TRUE,385,2057,"Say hello to Tiger. He's a penbroke (little dog pun for ya, no need to applaud I know it was good) 10/10 good dog https://t.co/Yei0HzS3JN",10,10,Tiger,NA
449,6.83858E+17,bluetick,0.174738,TRUE,1224,4053,Meet Sadie. She fell asleep on the beach and her friends buried her. 10/10 can't trust fellow puppers these days https://t.co/LoKVvc1xAW,10,10,Sadie,NA
450,6.84098E+17,Labrador_retriever,0.627856,TRUE,1573,4397,Say hello to Lupe. This is how she sleeps. 10/10 impressive really https://t.co/Fz6iZWlk8C,10,10,Lupe,NA
451,6.84178E+17,chow,0.334783,TRUE,737,2157,This is Kulet. She's very proud of the flower she picked. Loves it dearly. 10/10 now I want a flower https://t.co/myUUwqJIs7,10,10,Kulet,NA
452,6.84189E+17,kelpie,0.537782,TRUE,1289,3722,"""Yo Boomer I'm taking a selfie, grab your stick""
""Ok make sure to get this rad hole I just dug in there""

Both 10/10 https://t.co/e0gbl9VFpA",10,10,NA,NA
453,6.84195E+17,Chihuahua,0.379365,TRUE,569,2046,This is Tino. He really likes corndogs. 9/10 https://t.co/cUxGtnBfc2,9,10,Tino,NA
454,6.84223E+17,soft-coated_wheaten_terrier,0.791182,TRUE,1519,4111,Someone help the girl is being mugged. Several are distracting her while two steal her shoes. Clever puppers 121/110 https://t.co/1zfnTJLt55,121,110,NA,NA
455,6.84242E+17,Pembroke,0.508498,TRUE,3618,8734,This is Obi. He got camera shy. 12/10 https://t.co/feiPiq7z94,12,10,Obi,NA
456,6.8446E+17,Labrador_retriever,0.673691,TRUE,610,2112,This is Jeph. He's a Western Sagittarius Dookmarriot. Frightened by leaf. Caught him off guard. 10/10 calm down Jeph https://t.co/bicyOV6lju,10,10,Jeph,NA
457,6.84481E+17,Chihuahua,0.93781,TRUE,1283,4135,Meet Pippa. She's an Elfin High Feta. Compact af. Easy to transport. Great for vacations. 10/10 would keep in pocket https://t.co/nBtDeZ4yAb,10,10,Pippa,NA
458,6.84595E+17,Weimaraner,0.948688,TRUE,3877,9565,"""FOR THE LAST TIME I DON'T WANNA PLAY TWISTER ALL THE SPOTS ARE GREY DAMN IT CINDY"" ...10/10 https://t.co/uhQNehTpIu",10,10,NA,NA
459,6.848E+17,miniature_schnauzer,0.294457,TRUE,1089,2907,Meet Theodore. He's dapper as hell. Probably owns horses. Uses 'summer' as a verb. Often quotes philosophers. 11/10 https://t.co/J3Ld4fRbSy,11,10,Theodore,NA
460,6.84902E+17,Pembroke,0.708034,TRUE,585,2006,This is Perry. He's an Augustus Gloopster. Very condescending. Makes up for it with the sneaky tongue slip. 11/10 https://t.co/JVvIrUmTkR,11,10,Perry,NA
461,6.84927E+17,Labrador_retriever,0.769412,TRUE,520,3754,Meet Bruiser &amp; Charlie. They are the best of pals. Been through it all together. Both 11/10. 1 like=1 friendship https://t.co/PEXHuvSVD4,11,10,Bruiser,NA
462,6.8494E+17,Border_collie,0.665578,TRUE,1150,3446,This is Oreo. She's a photographer and a model. Living a double pupple life. 12/10 such talent much cute would pet https://t.co/zNeLxJeAoL,12,10,Oreo,NA
463,6.85169E+17,Bernese_mountain_dog,0.975096,TRUE,1565,4378,Meet Gerbald. He just found out he's adopted. Poor pupper. Snazzy tongue tho. 11/10 would hold close in time of need https://t.co/UfGkB9Wrud,11,10,Gerbald,pupper
464,6.85269E+17,pug,0.999044,TRUE,1329,3326,This is Hubertson. He's a Carmel Haberdashery. Enjoys long summer days on his boat. Very peaceful pupper. 10/10 https://t.co/vzCl35fKlZ,10,10,Hubertson,pupper
465,6.85307E+17,Pomeranian,0.963176,TRUE,482,2212,Say hello to Petrick. He's an Altostratus Floofer. Just had a run in with a trash bag. Groovy checkered floor. 11/10 https://t.co/rwW7z1JAOF,11,10,Petrick,floofer
466,6.85315E+17,chow,0.470162,TRUE,1183,3577,I would like everyone to appreciate this pup's face as much as I do. 11/10 https://t.co/QIe7oxkSNo,11,10,NA,NA
467,6.85322E+17,Boston_bull,0.972483,TRUE,710,2832,This is Rocky. He sleeps like a psychopath. 10/10 quality tongue slip https://t.co/MbgG95mUdu,10,10,Rocky,NA
468,6.85325E+17,golden_retriever,0.586937,TRUE,4387,10161,"""Tristan do not speak to me with that kind of tone or I will take away the Xbox."" 10/10 https://t.co/VGPH0TfESw",10,10,NA,NA
469,6.85642E+17,Lakeland_terrier,0.253839,TRUE,852,3133,This is Otis. He just passed a cop while going 61 in a 45. Very nervous pupper. 7/10 https://t.co/jJS8qQeuNO,7,10,Otis,pupper
470,6.85663E+17,Chesapeake_Bay_retriever,0.171174,TRUE,1604,3474,"Meet Brooks. He's confused by the almighty ball of tennis. 12/10 

(vid by @PDolan37) https://t.co/AcVWe39nmM",12,10,Brooks,NA
471,6.85907E+17,Yorkshire_terrier,0.414963,TRUE,3193,8058,This is Olive. He's stuck in a sleeve. 9/10 damn it Olive https://t.co/NnLjg6BgyF,9,10,Olive,NA
472,6.85944E+17,papillon,0.200812,TRUE,672,1755,This is the newly formed pupper a capella group. They're just starting out but I see tons of potential. 8/10 for all https://t.co/wbAcvFoNtn,8,10,NA,pupper
473,6.85973E+17,Siberian_husky,0.450678,TRUE,589,2261,This is Lorelei. She's contemplating her existence and the eventual heat death of the universe. 11/10 very majestic https://t.co/xbUoULOIS8,11,10,Lorelei,NA
474,6.86008E+17,Rhodesian_ridgeback,0.885301,TRUE,459,2641,This pupper has a magical eye. 11/10 I can't stop looking at it https://t.co/heAGpKTpPW,11,10,NA,pupper
475,6.86034E+17,Great_Dane,0.23692,TRUE,1283,3333,Your fav crew is back and this time they're embracing cannabis culture. 12/10 for all https://t.co/oSvRDuMm1D,12,10,NA,NA
476,6.8605E+17,Pomeranian,0.985789,TRUE,809,2360,This is Flávio. He's a Macedonian Poppycock. 97% floof. Jubilant af. 11/10 personally I'd pet the hell out of https://t.co/BUyX7isHRg,11,10,Flávio,NA
477,6.86358E+17,pug,0.985237,TRUE,750,2352,Heartwarming scene here. Son reuniting w father after coming home from deployment. Very moving. 10/10 for both pups https://t.co/95JJevQOWW,10,10,NA,NA
478,6.86377E+17,German_shepherd,0.830816,TRUE,618,2366,Meet Birf. He thinks he's gone blind. 10/10 very frightened pupper https://t.co/oDkspjNWYX,10,10,Birf,pupper
479,6.86387E+17,Yorkshire_terrier,0.477704,TRUE,972,3478,Say hello to Crimson. He's a Speckled Winnebago. Main passions are air hockey &amp; parkour. 11/10 would pet thoroughly https://t.co/J5aI7SjzDc,11,10,Crimson,NA
480,6.86606E+17,Labrador_retriever,0.320012,TRUE,592,2018,"Meet Horace. He was practicing his levitation, minding his own business when a rogue tennis ball spooked him. 10/10 https://t.co/tB9xYjMyZd",10,10,Horace,NA
481,6.86618E+17,Rottweiler,0.441331,TRUE,1490,3932,This is Olivia. She just saw an adult wearing crocs. 11/10 poor pupper. No one should witness such a thing https://t.co/yJVTi1DjJc,11,10,Olivia,pupper
482,6.86683E+17,Norwich_terrier,0.100499,TRUE,882,3002,This is Mona. She's a Yarborough Splishnsplash. Lost body during Nam. 11/10 revolutionary pupper https://t.co/pgD6h0yhgz,11,10,Mona,pupper
483,6.86731E+17,Tibetan_mastiff,0.338812,TRUE,1312,4444,I just love this picture. 12/10 lovely af https://t.co/Kc84eFNhYU,12,10,NA,NA
484,6.87096E+17,Labrador_retriever,0.417107,TRUE,669,2401,This pupper's New Year's resolution was to become a Hershey's kiss. 11/10 she's super pumped about it https://t.co/D7jYj6vdwC,11,10,NA,pupper
485,6.8711E+17,borzoi,0.883086,TRUE,2710,6207,This is Baxter. He looks like a fun dog. Prefers action shots. 11/10 the last one is impeccable https://t.co/LHcH1yhhIb,11,10,Baxter,NA
486,6.87128E+17,pug,0.178205,TRUE,2512,5845,Meet Gordon. He's an asshole. 9/10 would still pet https://t.co/a34N7QwKbb,9,10,Gordon,NA
487,6.87317E+17,Shih-Tzu,0.747208,TRUE,10048,21516,This is Tyrone. He's a leaf wizard. Self-motivated. No eyes (tragic). Inspirational af. 11/10 enthusiasm is tangible https://t.co/pRp1Npucbz,11,10,Tyrone,NA
488,6.87461E+17,Boston_bull,0.223366,TRUE,592,2184,This is Kramer. He's a Picasso Tortellini. Tie couldn't be more accurate. Confident af. Runs his own business. 10/10 https://t.co/jIcVW0xxmH,10,10,Kramer,NA
489,6.87481E+17,English_springer,0.472273,TRUE,273,1710,Another magnificent photo. 12/10 https://t.co/X5w387K5jr,12,10,NA,NA
490,6.87495E+17,Rottweiler,0.391471,TRUE,630,2050,This is Marq. He stole this car. 7/10 wtf Marq? https://t.co/MHScqo5l8c,7,10,Marq,NA
491,6.87665E+17,pug,0.957365,TRUE,563,2076,Meet Opal. He's a Belgian Dijon Poofster. Upset because his hood makes him look like blond Justin Timberlake. 11/10 https://t.co/IAt3jRZ5ez,11,10,Opal,NA
492,6.87704E+17,miniature_pinscher,0.956063,TRUE,926,2609,Say hello to Blakely. He thinks that's a hat. Silly pupper. That's a nanner. 9/10 https://t.co/UwOV1jqKRt,9,10,Blakely,pupper
493,6.87808E+17,Staffordshire_bullterrier,0.151113,TRUE,766,2557,Meet Trooper &amp; Maya. Trooper protects Maya from bad things like dognappers and Comcast. So touching. 11/10 for both https://t.co/c98k1IoZKy,11,10,Trooper,NA
494,6.87819E+17,Lakeland_terrier,0.873029,TRUE,1044,2682,With great pupper comes great responsibility. 12/10 https://t.co/hK6xB042EP,12,10,NA,pupper
495,6.87827E+17,Pomeranian,0.99721,TRUE,1247,2921,This is Louis. He's a rollercoaster of emotions. Incalculably fluffy. 12/10 would pet firmly https://t.co/17RGvOZO9P,12,10,Louis,NA
496,6.88064E+17,Eskimo_dog,0.240602,TRUE,394,1833,This is Kilo. He's a Pouncing Brioche. Really likes snow. 11/10 https://t.co/GS76SfkraY,11,10,Kilo,NA
497,6.88117E+17,pug,0.973819,TRUE,860,3018,Please send dogs. I'm tired of seeing other stuff like this dangerous pirate. We only rate dogs. Thank you... 10/10 https://t.co/YdLytdZOqv,10,10,NA,NA
498,6.88385E+17,golden_retriever,0.900437,TRUE,4872,9955,This is Louis. He's takes top-notch selfies. 12/10 would snapchat with https://t.co/vz2DukO0th,12,10,Louis,NA
499,6.88519E+17,Pembroke,0.696372,TRUE,799,2465,This pupper is sprouting a flower out of her head. 12/10 revolutionary af https://t.co/glmvQBRjv4,12,10,NA,pupper
500,6.88547E+17,papillon,0.531279,TRUE,770,2786,This is Frönq. He got caught stealing a waffle. Damn it Frönq. 9/10 https://t.co/7ycWCUrjmZ,9,10,Frönq,NA
501,6.8879E+17,American_Staffordshire_terrier,0.59966,TRUE,728,2369,Meet Pubert. He's a Kerplunk Rumplestilt. Cannot comprehend flower. Flawless tongue. 8/10 would pat head approvingly https://t.co/2TWxg0rgyG,8,10,Pubert,NA
502,6.88805E+17,malinois,0.199512,TRUE,215,1024,When you stumble but recover quickly cause your crush is watching. 12/10 https://t.co/PMeq6IedU7,12,10,NA,NA
503,6.88829E+17,Cardigan,0.614231,TRUE,405,1472,Say hello to Brad. His car probably has a spoiler. Tan year round. Likes your insta pic but doesn't text back. 9/10 https://t.co/dfCCK3tWfr,9,10,Brad,NA
504,6.88898E+17,Ibizan_hound,0.85317,TRUE,862,2247,When you have a ton of work to do but then remember you have tomorrow off. 10/10 https://t.co/MfEaMUFYTx,10,10,NA,NA
505,6.88916E+17,Pembroke,0.430544,TRUE,956,2920,This pupper just wants to say hello. 11/10 would knock down fence for https://t.co/A8X8fwS78x,11,10,NA,pupper
506,6.89143E+17,English_springer,0.303781,TRUE,566,2174,Meet Trip. He likes wearing costumes that aren't consistent with the season to screw with people 10/10 tricky pupper https://t.co/40w7TI5Axv,10,10,Trip,pupper
507,6.89154E+17,cocker_spaniel,0.816044,TRUE,1100,3268,We normally don't rate birds but I feel bad cos this one forgot to fly south for the winter. 9/10 just wants a bath https://t.co/o47yitCn9N,9,10,NA,NA
508,6.89275E+17,American_Staffordshire_terrier,0.215161,TRUE,268,1237,Meet Lucky. He was showing his friends an extreme pogo stick trick when he completely lost control. 10/10 still rad https://t.co/K55XrIoePl,10,10,Lucky,NA
509,6.89281E+17,Chihuahua,0.637546,TRUE,788,2139,This is Herald. He wants you to know he could steal your girl at any moment. 10/10 https://t.co/JR7hLnlgeS,10,10,Herald,NA
510,6.89284E+17,Scotch_terrier,0.267979,TRUE,1208,3517,Say hello to Chipson. He's aerodynamic af. No eyes (devastating). 9/10 would make sure he didn't bump into stuff https://t.co/V62rIva61J,9,10,Chipson,NA
511,6.89517E+17,Pembroke,0.799319,TRUE,1566,3624,This is Carl. He just wants to make sure you're having a good day. 12/10 just a swell pup https://t.co/Wk3XCnmDvm,12,10,Carl,NA
512,6.89558E+17,Eskimo_dog,0.169482,TRUE,507,2202,Downright majestic af 12/10 https://t.co/WFh2FEbYzj,12,10,NA,NA
513,6.89624E+17,toy_poodle,0.279604,TRUE,715,2395,This is Lucy. She's terrified of the stuffed billed dog. 10/10 stay strong pupper https://t.co/QnvSjjyh7n,10,10,Lucy,pupper
514,6.89662E+17,Italian_greyhound,0.322818,TRUE,1012,3418,Meet Luca. He's a Butternut Scooperfloof. Glorious tongue. 12/10 would pet really well https://t.co/VcxZQPNZaV,12,10,Luca,NA
515,6.89836E+17,collie,0.600186,TRUE,822,2313,Meet Fynn &amp; Taco. Fynn is an all-powerful leaf lord and Taco is in the wrong place at the wrong time. 11/10 &amp; 10/10 https://t.co/MuqHPvtL8c,11,10,Fynn,NA
516,6.89878E+17,Old_English_sheepdog,0.269155,TRUE,1301,3223,This is Durg. He's trying to conquer his fear of trampolines. 9/10 it's not working https://t.co/5iH08ltkoe,9,10,Durg,NA
517,6.89905E+17,Pomeranian,0.943331,TRUE,759,2591,"Say hello to Gizmo. He's quite the pupper. Confused by bed, but agile af. Can barely catch on camera. 11/10 so quick https://t.co/IE4ZblyZRY",11,10,Gizmo,pupper
518,6.89999E+17,standard_poodle,0.444499,TRUE,411,1525,This is Covach. He's trying to melt the snow. 10/10 we all believe in you buddy https://t.co/fgMaP2zDMt,10,10,Covach,NA
519,6.90005E+17,Samoyed,0.270287,TRUE,1851,3910,"""I'm the only one that ever does anything in this household"" 10/10 https://t.co/V8HcVIh4jt",10,10,NA,NA
520,6.90016E+17,malamute,0.949609,TRUE,807,2681,This pupper can only sleep on shoes. It's a crippling disease. Tearing his family apart. 12/10 I'd totally pet tho https://t.co/03XlvS8izg,12,10,NA,pupper
521,6.9036E+17,pug,0.686933,TRUE,975,2846,Stop sending in lobsters. This is the final warning. We only rate dogs. Thank you... 9/10 https://t.co/B9ZXXKJYNx,9,10,NA,NA
